,Identifier,Type,Author,Year,Title,Journal,DOI,Include,Sample_size_quickdirty,Sample size,Sample_type,Developmental period,Category,Phenotype,Tissue,Multiple_tissue,Array,Multiple_array,Selecting_CpGs,Method,"Training, test, validation",Number of CpGs,Effect size phenotype,Coined,Link,Date2,Short Title,Abstract,URL,Date
307,82,Journal Article,A. Kilanowski; J. Chen; T. Everson; E. Thiering; R. Wilson; N. Gladish; M. Waldenberger; H. Zhang; J. C. Celedon; E. G. Burchard; A. Peters; M. Standl; A. Huls,2022,Methylation risk scores for childhood aeroallergen sensitization: Results from the LISA birth cohort,Allergy,10.1111/all.15315,Yes,227.0,227.0,Population-based,Late childhood,Disease,Allergy,Blood-clots,,EPICv1,,Peng2019,Clumping + thresholding. ,No test/training. The best MRS per EWAS were selected based on the highest c-statistic in the cross-sectional model at six years.,5,pseudo R2 = 0.162,Peng2019 Environmental allergen sensitization (>= 0.35 IU/ml to common aeroallergens)  episignature,"http://dx.doi.org/10.1111/all.15315_x000D_
http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?holding=inleurlib_fft&cmd=Retrieve&db=PubMed&dopt=Citation&list_uids=35437756_x000D_
https://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med22&DO=10.1111%2fall.15315",2022-09-13,Methylation risk scores for childhood aeroallergen sensitization: Results from the LISA birth cohort,"BACKGROUND: Epigenomic (e.g., DNA methylation [DNAm]) changes have been hypothesized as intermediate step linking environmental exposures with allergic disease. Associations between individual DNAm at CpGs and allergic diseases have been reported, but their joint predictive capability is unknown. METHODS: Data were obtained from 240 children of the German LISA cohort. DNAm was measured in blood clots at 6 (N = 234) and 10 years (N = 227) using the Illumina EPIC chip. Presence of aeroallergen sensitization was measured in blood at 6, 10, and 15 years. We calculated six methylation risk scores (MRS) for allergy-related phenotypes, like total and specific IgE, asthma, or any allergies, based on available publications and assessed their performances both cross-sectionally (biomarker) and prospectively (predictor of the disease). Dose-response associations between aeroallergen sensitization and MRS were evaluated. RESULTS: All six allergy-related MRS were highly correlated (r > .86), and seven CpGs were included in more than one MRS. Cross-sectionally, we observed an 81% increased risk for aeroallergen sensitization at 6 years with an increased MRS by one standard deviation (best-performing MRS, 95% confidence interval = [43%; 227%]). Significant associations were also seen cross-sectionally at 10 years and prospectively, though the effect of the latter was attenuated when restricted to participants not sensitized at baseline. A clear dose-response relationship with levels of aeroallergen sensitization could be established cross-sectionally, but not prospectively. CONCLUSION: We found good classification and prediction capabilities of calculated allergy-related MRS cross-sectionally, underlining the relevance of altered gene-regulation in allergic diseases and providing insights into potential DNAm biomarkers of aeroallergen sensitization. Copyright © 2022 The Authors. Allergy published by European Academy of Allergy and Clinical Immunology and John Wiley & Sons Ltd.",http://dx.doi.org/10.1111/all.15315,2022-09-13
308,82,Journal Article,A. Kilanowski; J. Chen; T. Everson; E. Thiering; R. Wilson; N. Gladish; M. Waldenberger; H. Zhang; J. C. Celedon; E. G. Burchard; A. Peters; M. Standl; A. Huls,2022,Methylation risk scores for childhood aeroallergen sensitization: Results from the LISA birth cohort,Allergy,10.1111/all.15315,Yes,227.0,227.0,Population-based,Late childhood,Disease,Asthma,Blood-clots,,EPICv1,,Reese2019,Clumping + thresholding. ,No test/training. The best MRS per EWAS were selected based on the highest c-statistic in the cross-sectional model at six years.,9,pseudo R2 = 0.158,Reese2019 Childhood asthma  episignature,"http://dx.doi.org/10.1111/all.15315_x000D_
http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?holding=inleurlib_fft&cmd=Retrieve&db=PubMed&dopt=Citation&list_uids=35437756_x000D_
https://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med22&DO=10.1111%2fall.15315",2022-09-13,Methylation risk scores for childhood aeroallergen sensitization: Results from the LISA birth cohort,"BACKGROUND: Epigenomic (e.g., DNA methylation [DNAm]) changes have been hypothesized as intermediate step linking environmental exposures with allergic disease. Associations between individual DNAm at CpGs and allergic diseases have been reported, but their joint predictive capability is unknown. METHODS: Data were obtained from 240 children of the German LISA cohort. DNAm was measured in blood clots at 6 (N = 234) and 10 years (N = 227) using the Illumina EPIC chip. Presence of aeroallergen sensitization was measured in blood at 6, 10, and 15 years. We calculated six methylation risk scores (MRS) for allergy-related phenotypes, like total and specific IgE, asthma, or any allergies, based on available publications and assessed their performances both cross-sectionally (biomarker) and prospectively (predictor of the disease). Dose-response associations between aeroallergen sensitization and MRS were evaluated. RESULTS: All six allergy-related MRS were highly correlated (r > .86), and seven CpGs were included in more than one MRS. Cross-sectionally, we observed an 81% increased risk for aeroallergen sensitization at 6 years with an increased MRS by one standard deviation (best-performing MRS, 95% confidence interval = [43%; 227%]). Significant associations were also seen cross-sectionally at 10 years and prospectively, though the effect of the latter was attenuated when restricted to participants not sensitized at baseline. A clear dose-response relationship with levels of aeroallergen sensitization could be established cross-sectionally, but not prospectively. CONCLUSION: We found good classification and prediction capabilities of calculated allergy-related MRS cross-sectionally, underlining the relevance of altered gene-regulation in allergic diseases and providing insights into potential DNAm biomarkers of aeroallergen sensitization. Copyright © 2022 The Authors. Allergy published by European Academy of Allergy and Clinical Immunology and John Wiley & Sons Ltd.",http://dx.doi.org/10.1111/all.15315,2022-09-13
309,82,Journal Article,A. Kilanowski; J. Chen; T. Everson; E. Thiering; R. Wilson; N. Gladish; M. Waldenberger; H. Zhang; J. C. Celedon; E. G. Burchard; A. Peters; M. Standl; A. Huls,2022,Methylation risk scores for childhood aeroallergen sensitization: Results from the LISA birth cohort,Allergy,10.1111/all.15315,Yes,227.0,227.0,Population-based,Late childhood,Psychiatric,Schizophrenia ,Blood-clots,,EPICv1,,Hannon2016,Clumping + thresholding. ,No test/training. The best MRS per EWAS were selected based on the highest c-statistic in the cross-sectional model at six years.,867,pseudo R2 = 0.135,Hannon2016 Schizophrenia  episignature,"http://dx.doi.org/10.1111/all.15315_x000D_
http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?holding=inleurlib_fft&cmd=Retrieve&db=PubMed&dopt=Citation&list_uids=35437756_x000D_
https://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med22&DO=10.1111%2fall.15315",2022-09-13,Methylation risk scores for childhood aeroallergen sensitization: Results from the LISA birth cohort,"BACKGROUND: Epigenomic (e.g., DNA methylation [DNAm]) changes have been hypothesized as intermediate step linking environmental exposures with allergic disease. Associations between individual DNAm at CpGs and allergic diseases have been reported, but their joint predictive capability is unknown. METHODS: Data were obtained from 240 children of the German LISA cohort. DNAm was measured in blood clots at 6 (N = 234) and 10 years (N = 227) using the Illumina EPIC chip. Presence of aeroallergen sensitization was measured in blood at 6, 10, and 15 years. We calculated six methylation risk scores (MRS) for allergy-related phenotypes, like total and specific IgE, asthma, or any allergies, based on available publications and assessed their performances both cross-sectionally (biomarker) and prospectively (predictor of the disease). Dose-response associations between aeroallergen sensitization and MRS were evaluated. RESULTS: All six allergy-related MRS were highly correlated (r > .86), and seven CpGs were included in more than one MRS. Cross-sectionally, we observed an 81% increased risk for aeroallergen sensitization at 6 years with an increased MRS by one standard deviation (best-performing MRS, 95% confidence interval = [43%; 227%]). Significant associations were also seen cross-sectionally at 10 years and prospectively, though the effect of the latter was attenuated when restricted to participants not sensitized at baseline. A clear dose-response relationship with levels of aeroallergen sensitization could be established cross-sectionally, but not prospectively. CONCLUSION: We found good classification and prediction capabilities of calculated allergy-related MRS cross-sectionally, underlining the relevance of altered gene-regulation in allergic diseases and providing insights into potential DNAm biomarkers of aeroallergen sensitization. Copyright © 2022 The Authors. Allergy published by European Academy of Allergy and Clinical Immunology and John Wiley & Sons Ltd.",http://dx.doi.org/10.1111/all.15315,2022-09-13
310,82,Journal Article,A. Kilanowski; J. Chen; T. Everson; E. Thiering; R. Wilson; N. Gladish; M. Waldenberger; H. Zhang; J. C. Celedon; E. G. Burchard; A. Peters; M. Standl; A. Huls,2022,Methylation risk scores for childhood aeroallergen sensitization: Results from the LISA birth cohort,Allergy,10.1111/all.15315,Yes,227.0,227.0,Population-based,Late childhood,Disease,Allergy,Blood-clots,,EPICv1,,"Xu2021 Any allergic disease (asthma, eczema, rhinitis) PLUS sensitization against common aeroallergens (>= 0.35IU/ml)",Clumping + thresholding. ,No test/training. The best MRS per EWAS were selected based on the highest c-statistic in the cross-sectional model at six years.,18,pseudo R2 = 0.172,"Xu2021 Any allergic disease (asthma, eczema, rhinitis) PLUS sensitization against common aeroallergens (>= 0.35IU/ml) episignature","http://dx.doi.org/10.1111/all.15315_x000D_
http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?holding=inleurlib_fft&cmd=Retrieve&db=PubMed&dopt=Citation&list_uids=35437756_x000D_
https://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med22&DO=10.1111%2fall.15315",2022-09-13,Methylation risk scores for childhood aeroallergen sensitization: Results from the LISA birth cohort,"BACKGROUND: Epigenomic (e.g., DNA methylation [DNAm]) changes have been hypothesized as intermediate step linking environmental exposures with allergic disease. Associations between individual DNAm at CpGs and allergic diseases have been reported, but their joint predictive capability is unknown. METHODS: Data were obtained from 240 children of the German LISA cohort. DNAm was measured in blood clots at 6 (N = 234) and 10 years (N = 227) using the Illumina EPIC chip. Presence of aeroallergen sensitization was measured in blood at 6, 10, and 15 years. We calculated six methylation risk scores (MRS) for allergy-related phenotypes, like total and specific IgE, asthma, or any allergies, based on available publications and assessed their performances both cross-sectionally (biomarker) and prospectively (predictor of the disease). Dose-response associations between aeroallergen sensitization and MRS were evaluated. RESULTS: All six allergy-related MRS were highly correlated (r > .86), and seven CpGs were included in more than one MRS. Cross-sectionally, we observed an 81% increased risk for aeroallergen sensitization at 6 years with an increased MRS by one standard deviation (best-performing MRS, 95% confidence interval = [43%; 227%]). Significant associations were also seen cross-sectionally at 10 years and prospectively, though the effect of the latter was attenuated when restricted to participants not sensitized at baseline. A clear dose-response relationship with levels of aeroallergen sensitization could be established cross-sectionally, but not prospectively. CONCLUSION: We found good classification and prediction capabilities of calculated allergy-related MRS cross-sectionally, underlining the relevance of altered gene-regulation in allergic diseases and providing insights into potential DNAm biomarkers of aeroallergen sensitization. Copyright © 2022 The Authors. Allergy published by European Academy of Allergy and Clinical Immunology and John Wiley & Sons Ltd.",http://dx.doi.org/10.1111/all.15315,2022-09-13
311,82,Journal Article,A. Kilanowski; J. Chen; T. Everson; E. Thiering; R. Wilson; N. Gladish; M. Waldenberger; H. Zhang; J. C. Celedon; E. G. Burchard; A. Peters; M. Standl; A. Huls,2022,Methylation risk scores for childhood aeroallergen sensitization: Results from the LISA birth cohort,Allergy,10.1111/all.15315,Yes,227.0,227.0,Population-based,Late childhood,Disease,Atopic status,Blood-clots,,EPICv1,,Zhang2019 Atopic status (>= 3mm grater than negative control in SPT or IgE >= 0.35 kU/L for mix inhalant of food allergens),Clumping + thresholding. ,No test/training. The best MRS per EWAS were selected based on the highest c-statistic in the cross-sectional model at six years.,24,pseudo R2 = 0.156,Zhang2019 Atopic status (>= 3mm grater than negative control in SPT or IgE >= 0.35 kU/L for mix inhalant of food allergens) episignature,"http://dx.doi.org/10.1111/all.15315_x000D_
http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?holding=inleurlib_fft&cmd=Retrieve&db=PubMed&dopt=Citation&list_uids=35437756_x000D_
https://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med22&DO=10.1111%2fall.15315",2022-09-13,Methylation risk scores for childhood aeroallergen sensitization: Results from the LISA birth cohort,"BACKGROUND: Epigenomic (e.g., DNA methylation [DNAm]) changes have been hypothesized as intermediate step linking environmental exposures with allergic disease. Associations between individual DNAm at CpGs and allergic diseases have been reported, but their joint predictive capability is unknown. METHODS: Data were obtained from 240 children of the German LISA cohort. DNAm was measured in blood clots at 6 (N = 234) and 10 years (N = 227) using the Illumina EPIC chip. Presence of aeroallergen sensitization was measured in blood at 6, 10, and 15 years. We calculated six methylation risk scores (MRS) for allergy-related phenotypes, like total and specific IgE, asthma, or any allergies, based on available publications and assessed their performances both cross-sectionally (biomarker) and prospectively (predictor of the disease). Dose-response associations between aeroallergen sensitization and MRS were evaluated. RESULTS: All six allergy-related MRS were highly correlated (r > .86), and seven CpGs were included in more than one MRS. Cross-sectionally, we observed an 81% increased risk for aeroallergen sensitization at 6 years with an increased MRS by one standard deviation (best-performing MRS, 95% confidence interval = [43%; 227%]). Significant associations were also seen cross-sectionally at 10 years and prospectively, though the effect of the latter was attenuated when restricted to participants not sensitized at baseline. A clear dose-response relationship with levels of aeroallergen sensitization could be established cross-sectionally, but not prospectively. CONCLUSION: We found good classification and prediction capabilities of calculated allergy-related MRS cross-sectionally, underlining the relevance of altered gene-regulation in allergic diseases and providing insights into potential DNAm biomarkers of aeroallergen sensitization. Copyright © 2022 The Authors. Allergy published by European Academy of Allergy and Clinical Immunology and John Wiley & Sons Ltd.",http://dx.doi.org/10.1111/all.15315,2022-09-13
312,82,Journal Article,A. Kilanowski; J. Chen; T. Everson; E. Thiering; R. Wilson; N. Gladish; M. Waldenberger; H. Zhang; J. C. Celedon; E. G. Burchard; A. Peters; M. Standl; A. Huls,2022,Methylation risk scores for childhood aeroallergen sensitization: Results from the LISA birth cohort,Allergy,10.1111/all.15315,Yes,234.0,234.0,Population-based,Mid childhood,Disease,Atopic status,Blood-clots,,EPICv1,,Everson2015,Clumping + thresholding. ,No test/training. The best MRS per EWAS were selected based on the highest c-statistic in the cross-sectional model at six years.,2,pseudo R2 = 0.16,Everson2015 Atopy status (IgE >= 200kU/L) episignature,"http://dx.doi.org/10.1111/all.15315_x000D_
http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?holding=inleurlib_fft&cmd=Retrieve&db=PubMed&dopt=Citation&list_uids=35437756_x000D_
https://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med22&DO=10.1111%2fall.15315",2022-09-13,Methylation risk scores for childhood aeroallergen sensitization: Results from the LISA birth cohort,"BACKGROUND: Epigenomic (e.g., DNA methylation [DNAm]) changes have been hypothesized as intermediate step linking environmental exposures with allergic disease. Associations between individual DNAm at CpGs and allergic diseases have been reported, but their joint predictive capability is unknown. METHODS: Data were obtained from 240 children of the German LISA cohort. DNAm was measured in blood clots at 6 (N = 234) and 10 years (N = 227) using the Illumina EPIC chip. Presence of aeroallergen sensitization was measured in blood at 6, 10, and 15 years. We calculated six methylation risk scores (MRS) for allergy-related phenotypes, like total and specific IgE, asthma, or any allergies, based on available publications and assessed their performances both cross-sectionally (biomarker) and prospectively (predictor of the disease). Dose-response associations between aeroallergen sensitization and MRS were evaluated. RESULTS: All six allergy-related MRS were highly correlated (r > .86), and seven CpGs were included in more than one MRS. Cross-sectionally, we observed an 81% increased risk for aeroallergen sensitization at 6 years with an increased MRS by one standard deviation (best-performing MRS, 95% confidence interval = [43%; 227%]). Significant associations were also seen cross-sectionally at 10 years and prospectively, though the effect of the latter was attenuated when restricted to participants not sensitized at baseline. A clear dose-response relationship with levels of aeroallergen sensitization could be established cross-sectionally, but not prospectively. CONCLUSION: We found good classification and prediction capabilities of calculated allergy-related MRS cross-sectionally, underlining the relevance of altered gene-regulation in allergic diseases and providing insights into potential DNAm biomarkers of aeroallergen sensitization. Copyright © 2022 The Authors. Allergy published by European Academy of Allergy and Clinical Immunology and John Wiley & Sons Ltd.",http://dx.doi.org/10.1111/all.15315,2022-09-13
313,82,Journal Article,A. Kilanowski; J. Chen; T. Everson; E. Thiering; R. Wilson; N. Gladish; M. Waldenberger; H. Zhang; J. C. Celedon; E. G. Burchard; A. Peters; M. Standl; A. Huls,2022,Methylation risk scores for childhood aeroallergen sensitization: Results from the LISA birth cohort,Allergy,10.1111/all.15315,Yes,234.0,234.0,Population-based,Mid childhood,Disease,Atopic status,Blood-clots,,EPICv1,,Chen2017 ,Clumping + thresholding. ,No test/training. The best MRS per EWAS were selected based on the highest c-statistic in the cross-sectional model at six years.,3,pseudo R2 = 0.173597289,Chen2017 Log10(IgE) episignature,"http://dx.doi.org/10.1111/all.15315_x000D_
http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?holding=inleurlib_fft&cmd=Retrieve&db=PubMed&dopt=Citation&list_uids=35437756_x000D_
https://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med22&DO=10.1111%2fall.15315",2022-09-13,Methylation risk scores for childhood aeroallergen sensitization: Results from the LISA birth cohort,"BACKGROUND: Epigenomic (e.g., DNA methylation [DNAm]) changes have been hypothesized as intermediate step linking environmental exposures with allergic disease. Associations between individual DNAm at CpGs and allergic diseases have been reported, but their joint predictive capability is unknown. METHODS: Data were obtained from 240 children of the German LISA cohort. DNAm was measured in blood clots at 6 (N = 234) and 10 years (N = 227) using the Illumina EPIC chip. Presence of aeroallergen sensitization was measured in blood at 6, 10, and 15 years. We calculated six methylation risk scores (MRS) for allergy-related phenotypes, like total and specific IgE, asthma, or any allergies, based on available publications and assessed their performances both cross-sectionally (biomarker) and prospectively (predictor of the disease). Dose-response associations between aeroallergen sensitization and MRS were evaluated. RESULTS: All six allergy-related MRS were highly correlated (r > .86), and seven CpGs were included in more than one MRS. Cross-sectionally, we observed an 81% increased risk for aeroallergen sensitization at 6 years with an increased MRS by one standard deviation (best-performing MRS, 95% confidence interval = [43%; 227%]). Significant associations were also seen cross-sectionally at 10 years and prospectively, though the effect of the latter was attenuated when restricted to participants not sensitized at baseline. A clear dose-response relationship with levels of aeroallergen sensitization could be established cross-sectionally, but not prospectively. CONCLUSION: We found good classification and prediction capabilities of calculated allergy-related MRS cross-sectionally, underlining the relevance of altered gene-regulation in allergic diseases and providing insights into potential DNAm biomarkers of aeroallergen sensitization. Copyright © 2022 The Authors. Allergy published by European Academy of Allergy and Clinical Immunology and John Wiley & Sons Ltd.",http://dx.doi.org/10.1111/all.15315,2022-09-13
314,82,Journal Article,A. Kilanowski; J. Chen; T. Everson; E. Thiering; R. Wilson; N. Gladish; M. Waldenberger; H. Zhang; J. C. Celedon; E. G. Burchard; A. Peters; M. Standl; A. Huls,2022,Methylation risk scores for childhood aeroallergen sensitization: Results from the LISA birth cohort,Allergy,10.1111/all.15315,Yes,234.0,234.0,Population-based,Mid childhood,Disease,Allergy,Blood-clots,,EPICv1,,Peng2019,Clumping + thresholding. ,No test/training. The best MRS per EWAS were selected based on the highest c-statistic in the cross-sectional model at six years.,5,pseudo R2 = 0.167099416,Peng2019 Environmental allergen sensitization (>= 0.35 IU/ml to common aeroallergens)  episignature,"http://dx.doi.org/10.1111/all.15315_x000D_
http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?holding=inleurlib_fft&cmd=Retrieve&db=PubMed&dopt=Citation&list_uids=35437756_x000D_
https://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med22&DO=10.1111%2fall.15315",2022-09-13,Methylation risk scores for childhood aeroallergen sensitization: Results from the LISA birth cohort,"BACKGROUND: Epigenomic (e.g., DNA methylation [DNAm]) changes have been hypothesized as intermediate step linking environmental exposures with allergic disease. Associations between individual DNAm at CpGs and allergic diseases have been reported, but their joint predictive capability is unknown. METHODS: Data were obtained from 240 children of the German LISA cohort. DNAm was measured in blood clots at 6 (N = 234) and 10 years (N = 227) using the Illumina EPIC chip. Presence of aeroallergen sensitization was measured in blood at 6, 10, and 15 years. We calculated six methylation risk scores (MRS) for allergy-related phenotypes, like total and specific IgE, asthma, or any allergies, based on available publications and assessed their performances both cross-sectionally (biomarker) and prospectively (predictor of the disease). Dose-response associations between aeroallergen sensitization and MRS were evaluated. RESULTS: All six allergy-related MRS were highly correlated (r > .86), and seven CpGs were included in more than one MRS. Cross-sectionally, we observed an 81% increased risk for aeroallergen sensitization at 6 years with an increased MRS by one standard deviation (best-performing MRS, 95% confidence interval = [43%; 227%]). Significant associations were also seen cross-sectionally at 10 years and prospectively, though the effect of the latter was attenuated when restricted to participants not sensitized at baseline. A clear dose-response relationship with levels of aeroallergen sensitization could be established cross-sectionally, but not prospectively. CONCLUSION: We found good classification and prediction capabilities of calculated allergy-related MRS cross-sectionally, underlining the relevance of altered gene-regulation in allergic diseases and providing insights into potential DNAm biomarkers of aeroallergen sensitization. Copyright © 2022 The Authors. Allergy published by European Academy of Allergy and Clinical Immunology and John Wiley & Sons Ltd.",http://dx.doi.org/10.1111/all.15315,2022-09-13
315,82,Journal Article,A. Kilanowski; J. Chen; T. Everson; E. Thiering; R. Wilson; N. Gladish; M. Waldenberger; H. Zhang; J. C. Celedon; E. G. Burchard; A. Peters; M. Standl; A. Huls,2022,Methylation risk scores for childhood aeroallergen sensitization: Results from the LISA birth cohort,Allergy,10.1111/all.15315,Yes,234.0,234.0,Population-based,Mid childhood,Disease,Asthma,Blood-clots,,EPICv1,,Reese2019,Clumping + thresholding. ,No test/training. The best MRS per EWAS were selected based on the highest c-statistic in the cross-sectional model at six years.,9,pseudo R2 = 0.161554352,Reese2019 Childhood asthma  episignature,"http://dx.doi.org/10.1111/all.15315_x000D_
http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?holding=inleurlib_fft&cmd=Retrieve&db=PubMed&dopt=Citation&list_uids=35437756_x000D_
https://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med22&DO=10.1111%2fall.15315",2022-09-13,Methylation risk scores for childhood aeroallergen sensitization: Results from the LISA birth cohort,"BACKGROUND: Epigenomic (e.g., DNA methylation [DNAm]) changes have been hypothesized as intermediate step linking environmental exposures with allergic disease. Associations between individual DNAm at CpGs and allergic diseases have been reported, but their joint predictive capability is unknown. METHODS: Data were obtained from 240 children of the German LISA cohort. DNAm was measured in blood clots at 6 (N = 234) and 10 years (N = 227) using the Illumina EPIC chip. Presence of aeroallergen sensitization was measured in blood at 6, 10, and 15 years. We calculated six methylation risk scores (MRS) for allergy-related phenotypes, like total and specific IgE, asthma, or any allergies, based on available publications and assessed their performances both cross-sectionally (biomarker) and prospectively (predictor of the disease). Dose-response associations between aeroallergen sensitization and MRS were evaluated. RESULTS: All six allergy-related MRS were highly correlated (r > .86), and seven CpGs were included in more than one MRS. Cross-sectionally, we observed an 81% increased risk for aeroallergen sensitization at 6 years with an increased MRS by one standard deviation (best-performing MRS, 95% confidence interval = [43%; 227%]). Significant associations were also seen cross-sectionally at 10 years and prospectively, though the effect of the latter was attenuated when restricted to participants not sensitized at baseline. A clear dose-response relationship with levels of aeroallergen sensitization could be established cross-sectionally, but not prospectively. CONCLUSION: We found good classification and prediction capabilities of calculated allergy-related MRS cross-sectionally, underlining the relevance of altered gene-regulation in allergic diseases and providing insights into potential DNAm biomarkers of aeroallergen sensitization. Copyright © 2022 The Authors. Allergy published by European Academy of Allergy and Clinical Immunology and John Wiley & Sons Ltd.",http://dx.doi.org/10.1111/all.15315,2022-09-13
316,82,Journal Article,A. Kilanowski; J. Chen; T. Everson; E. Thiering; R. Wilson; N. Gladish; M. Waldenberger; H. Zhang; J. C. Celedon; E. G. Burchard; A. Peters; M. Standl; A. Huls,2022,Methylation risk scores for childhood aeroallergen sensitization: Results from the LISA birth cohort,Allergy,10.1111/all.15315,Yes,234.0,234.0,Population-based,Mid childhood,Psychiatric,Schizophrenia ,Blood-clots,,EPICv1,,Hannon2016,Clumping + thresholding. ,No test/training. The best MRS per EWAS were selected based on the highest c-statistic in the cross-sectional model at six years.,867,pseudo R2 = 0.132464549,Hannon2016 Schizophrenia  episignature,"http://dx.doi.org/10.1111/all.15315_x000D_
http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?holding=inleurlib_fft&cmd=Retrieve&db=PubMed&dopt=Citation&list_uids=35437756_x000D_
https://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med22&DO=10.1111%2fall.15315",2022-09-13,Methylation risk scores for childhood aeroallergen sensitization: Results from the LISA birth cohort,"BACKGROUND: Epigenomic (e.g., DNA methylation [DNAm]) changes have been hypothesized as intermediate step linking environmental exposures with allergic disease. Associations between individual DNAm at CpGs and allergic diseases have been reported, but their joint predictive capability is unknown. METHODS: Data were obtained from 240 children of the German LISA cohort. DNAm was measured in blood clots at 6 (N = 234) and 10 years (N = 227) using the Illumina EPIC chip. Presence of aeroallergen sensitization was measured in blood at 6, 10, and 15 years. We calculated six methylation risk scores (MRS) for allergy-related phenotypes, like total and specific IgE, asthma, or any allergies, based on available publications and assessed their performances both cross-sectionally (biomarker) and prospectively (predictor of the disease). Dose-response associations between aeroallergen sensitization and MRS were evaluated. RESULTS: All six allergy-related MRS were highly correlated (r > .86), and seven CpGs were included in more than one MRS. Cross-sectionally, we observed an 81% increased risk for aeroallergen sensitization at 6 years with an increased MRS by one standard deviation (best-performing MRS, 95% confidence interval = [43%; 227%]). Significant associations were also seen cross-sectionally at 10 years and prospectively, though the effect of the latter was attenuated when restricted to participants not sensitized at baseline. A clear dose-response relationship with levels of aeroallergen sensitization could be established cross-sectionally, but not prospectively. CONCLUSION: We found good classification and prediction capabilities of calculated allergy-related MRS cross-sectionally, underlining the relevance of altered gene-regulation in allergic diseases and providing insights into potential DNAm biomarkers of aeroallergen sensitization. Copyright © 2022 The Authors. Allergy published by European Academy of Allergy and Clinical Immunology and John Wiley & Sons Ltd.",http://dx.doi.org/10.1111/all.15315,2022-09-13
